Time,Open,High,Low,Last,Change,%Chg,Volume
06/18/2021,72.281,72.823,72.072,72.774,0.492,+0.68%,44601
06/17/2021,72.625,72.678,72.07,72.282,-0.342,-0.47%,50440
06/16/2021,72.19,72.63,71.657,72.624,0.435,+0.60%,35821
06/15/2021,72.059,72.31,71.72,72.189,0.131,+0.18%,38102
06/14/2021,71.942,72.353,71.942,72.058,0.125,+0.17%,30752
06/11/2021,71.769,72.255,71.54,71.933,0.164,+0.23%,33317
06/10/2021,72.31,72.473,71.689,71.769,-0.54,-0.75%,34186
06/09/2021,72.237,72.314,71.983,72.309,0.073,+0.10%,33492
06/08/2021,72.805,72.894,72.236,72.236,-0.566,-0.78%,34675
06/07/2021,72.791,73.041,72.747,72.802,0.016,+0.02%,31193
06/04/2021,73.199,73.309,72.745,72.786,-0.415,-0.57%,35989
06/03/2021,73.136,73.308,73.011,73.201,0.062,+0.08%,38489
06/02/2021,73.631,73.724,73.077,73.139,-0.492,-0.67%,34468
06/01/2021,73.395,73.669,73.104,73.631,0.234,+0.32%,39869
05/31/2021,73.133,73.462,73.08,73.397,0.26,+0.36%,31814
05/28/2021,73.418,73.691,73.117,73.137,-0.28,-0.38%,40939
05/27/2021,73.477,73.643,73.314,73.417,-0.059,-0.08%,39630
05/26/2021,73.458,73.699,73.236,73.476,0.018,+0.02%,40707
05/25/2021,73.415,73.523,73.191,73.458,0.043,+0.06%,41047
05/24/2021,73.584,73.836,73.397,73.415,-0.167,-0.23%,41171
05/21/2021,73.55,73.677,73.348,73.582,0.034,+0.05%,40926
05/20/2021,73.743,73.927,73.438,73.548,-0.196,-0.27%,40900
05/19/2021,73.637,73.879,73.526,73.744,0.106,+0.14%,46925
05/18/2021,73.841,73.952,73.536,73.638,-0.202,-0.27%,38345
05/17/2021,73.966,74.099,73.718,73.84,-0.135,-0.18%,42948
05/14/2021,74.051,74.09,73.717,73.975,-0.076,-0.10%,41973
05/13/2021,74.616,74.699,73.803,74.051,-0.568,-0.76%,52000
05/12/2021,74.116,74.631,73.917,74.619,0.511,+0.69%,54060
05/11/2021,74.293,74.383,73.814,74.108,-0.184,-0.25%,49583
05/10/2021,73.583,74.313,73.513,74.292,0.574,+0.78%,48952
05/07/2021,74.225,74.294,73.514,73.718,-0.506,-0.68%,45360
05/06/2021,74.763,74.857,74.169,74.224,-0.539,-0.72%,39626
05/05/2021,74.727,74.981,74.579,74.763,0.035,+0.05%,39805
05/04/2021,74.959,75.344,74.694,74.728,-0.217,-0.29%,41932
05/03/2021,75.31,75.827,74.764,74.945,-0.374,-0.50%,18337
04/30/2021,74.681,75.324,74.454,75.319,0.643,+0.86%,47291
04/29/2021,74.395,74.678,74.191,74.676,0.281,+0.38%,42578
04/28/2021,74.967,75.007,74.347,74.395,-0.571,-0.76%,36482
04/27/2021,74.974,75.187,74.77,74.966,-0.007,-0.01%,37716
04/26/2021,74.83,75.287,74.627,74.973,0.145,+0.19%,39005
04/23/2021,75.365,75.511,74.653,74.828,-0.535,-0.71%,45567
04/22/2021,76.622,76.812,75.227,75.363,-1.256,-1.64%,47856
04/21/2021,76.881,77.097,76.327,76.619,-0.26,-0.34%,48888
04/20/2021,76.303,77.048,75.924,76.879,0.577,+0.76%,52293
04/19/2021,75.642,76.406,75.642,76.302,0.68,+0.90%,42781
04/16/2021,76.379,76.896,75.313,75.622,-0.753,-0.99%,45583
04/15/2021,75.767,77.519,75.767,76.375,0.609,+0.80%,61331
04/14/2021,75.97,76.305,75.447,75.766,-0.184,-0.24%,45494
04/13/2021,77.302,77.55,75.826,75.95,-1.353,-1.75%,44388
04/12/2021,77.39,77.72,77.065,77.303,-0.087,-0.11%,46550
04/09/2021,76.779,77.462,76.752,77.39,0.613,+0.80%,43405
04/08/2021,76.91,77.369,76.608,76.777,-0.132,-0.17%,50102
04/07/2021,77.244,78.017,76.891,76.909,-0.346,-0.45%,56853
04/06/2021,76.334,77.31,76.166,77.255,0.921,+1.21%,46372
04/05/2021,76.418,76.718,75.98,76.334,-0.087,-0.11%,38633
04/02/2021,76.138,76.488,75.915,76.421,0.281,+0.37%,28947
04/01/2021,75.619,76.417,75.561,76.14,0.521,+0.69%,53251
03/31/2021,75.801,75.966,75.216,75.619,-0.182,-0.24%,50057
03/30/2021,75.599,76.168,75.371,75.801,0.211,+0.28%,49595
03/29/2021,75.777,76.093,75.544,75.59,-0.195,-0.26%,47967
03/26/2021,76.173,76.243,75.591,75.785,-0.384,-0.50%,48748
03/25/2021,76.559,76.683,75.729,76.169,-0.389,-0.51%,55642
03/24/2021,76.333,76.866,75.698,76.558,0.228,+0.30%,54457
03/23/2021,74.768,76.362,74.762,76.33,1.561,+2.09%,57107
03/22/2021,74.169,75.076,74.169,74.769,0.717,+0.97%,48031
03/19/2021,74.258,74.402,73.729,74.052,-0.208,-0.28%,59796
03/18/2021,73.595,74.367,73.425,74.26,0.67,+0.91%,55690
03/17/2021,72.729,74.14,72.708,73.59,0.86,+1.18%,46688
03/16/2021,72.8,73.048,72.524,72.73,-0.071,-0.10%,43861
03/15/2021,73.334,73.436,72.79,72.801,-0.489,-0.67%,46800
03/12/2021,73.352,73.722,73.209,73.29,-0.063,-0.09%,54067
03/11/2021,73.586,73.85,73.168,73.353,-0.231,-0.31%,52118
03/10/2021,74.063,74.159,73.539,73.584,-0.473,-0.64%,61374
03/09/2021,74.443,74.574,73.768,74.057,-0.378,-0.51%,65220
03/08/2021,74.346,74.829,73.873,74.435,0.087,+0.12%,14281
03/05/2021,74.571,74.765,74.091,74.348,-0.228,-0.31%,70346
03/04/2021,73.981,74.73,73.326,74.576,0.587,+0.79%,56558
03/03/2021,73.764,74.084,73.385,73.989,0.225,+0.31%,59953
03/02/2021,74.214,74.716,73.592,73.764,-0.446,-0.60%,61569
03/01/2021,74.415,74.48,73.888,74.21,-0.202,-0.27%,48378
02/26/2021,74.692,74.912,74.24,74.412,-0.291,-0.39%,68790
02/25/2021,73.454,74.795,73.315,74.703,1.254,+1.71%,52915
02/24/2021,74,74.208,73.396,73.449,-0.549,-0.74%,53095
02/23/2021,74.323,74.323,73.667,73.998,-0.33,-0.44%,15321
02/22/2021,74.008,75.04,73.844,74.328,0.324,+0.44%,46864
02/19/2021,73.825,74.159,73.789,74.004,0.179,+0.24%,38630
02/18/2021,73.705,74.152,73.507,73.825,0.123,+0.17%,47417
02/17/2021,73.555,74.179,73.528,73.702,0.149,+0.20%,47740
02/16/2021,73.281,73.897,73.137,73.553,0.273,+0.37%,44991
02/15/2021,73.594,73.704,73.14,73.28,-0.31,-0.42%,35068
02/12/2021,73.642,74.451,73.542,73.59,-0.046,-0.06%,41945
02/11/2021,73.889,73.902,73.517,73.636,-0.254,-0.34%,35839
02/10/2021,73.887,73.99,73.609,73.89,0.001,0.00%,46706
02/09/2021,74.334,74.385,73.847,73.889,-0.445,-0.60%,46660
02/08/2021,74.605,74.73,74.141,74.334,-0.264,-0.35%,42274
02/05/2021,75.515,75.592,74.506,74.598,-0.918,-1.22%,47039
02/04/2021,75.903,76.031,75.296,75.516,-0.401,-0.53%,52161
02/03/2021,76.171,76.315,75.767,75.917,-0.255,-0.33%,58046
02/02/2021,76.105,76.244,75.303,76.172,0.058,+0.08%,66166
02/01/2021,75.853,76.167,75.339,76.114,0.26,+0.34%,68813
01/29/2021,75.996,76.336,75.225,75.854,-0.142,-0.19%,73115
01/28/2021,75.835,76.484,75.695,75.996,0.16,+0.21%,71493
01/27/2021,75.08,75.966,74.819,75.836,0.756,+1.01%,63026
01/26/2021,75.343,75.771,74.923,75.08,-0.264,-0.35%,58047
01/25/2021,75.237,75.84,74.553,75.344,0.118,+0.16%,62003
01/22/2021,73.91,75.31,73.91,75.226,1.328,+1.80%,57834
01/21/2021,73.451,74.004,73.165,73.898,0.448,+0.61%,47966
01/20/2021,73.824,73.853,73.203,73.45,-0.378,-0.51%,42646
01/19/2021,73.995,74.023,73.583,73.828,-0.174,-0.24%,45393
01/18/2021,73.501,74.358,73.501,74.002,0.511,+0.70%,48193
01/15/2021,73.222,73.858,73.222,73.491,0.278,+0.38%,53289
01/14/2021,73.827,73.985,73.088,73.213,-0.613,-0.83%,54264
01/13/2021,73.44,73.965,73.361,73.826,0.385,+0.52%,59323
01/12/2021,74.612,74.714,73.441,73.441,-1.166,-1.56%,57063
01/11/2021,74.131,74.982,74.131,74.607,0.494,+0.67%,63620
01/08/2021,74.673,74.809,73.807,74.113,-0.562,-0.75%,64986
01/07/2021,73.926,74.896,73.54,74.675,0.748,+1.01%,10188
01/06/2021,74.227,74.227,73.382,73.927,-0.306,-0.41%,63104
01/05/2021,74.454,75.231,73.831,74.233,-0.219,-0.29%,65483
01/04/2021,73.998,74.453,73.063,74.452,0.481,+0.65%,49500
12/31/2020,74.457,75.225,73.703,73.971,-0.507,-0.68%,9236
12/30/2020,73.908,74.97,73.42,74.478,0.559,+0.76%,49369
12/29/2020,73.734,74.049,73.361,73.919,0.186,+0.25%,45120
12/28/2020,74.161,74.206,73.522,73.733,-0.283,-0.38%,43428
12/24/2020,74.965,75.19,73.85,74.016,-0.951,-1.27%,46845
12/23/2020,75.89,75.947,74.751,74.967,-0.923,-1.22%,55319
12/22/2020,74.689,75.932,74.547,75.89,1.198,+1.60%,58189
12/21/2020,73.399,75.446,73.399,74.692,1.321,+1.80%,81673
12/18/2020,72.922,73.872,72.922,73.371,0.451,+0.62%,47367
12/17/2020,73.3,73.388,72.645,72.92,-0.375,-0.51%,43602
12/16/2020,73.25,73.693,73.226,73.295,0.05,+0.07%,45166
12/15/2020,73.822,74.085,73.237,73.245,-0.579,-0.78%,46591
12/14/2020,73.013,73.931,72.785,73.824,0.817,+1.12%,57278
12/11/2020,73.057,73.396,72.865,73.007,-0.053,-0.07%,55965
12/10/2020,73.741,73.875,72.961,73.06,-0.693,-0.94%,61918
12/09/2020,73.402,73.997,73.156,73.753,0.347,+0.47%,47415
12/08/2020,73.705,73.884,73.038,73.406,-0.3,-0.41%,55468
"Downloaded from Barchart.com as of 12-05-2022 09:07pm CST"
